Total Nacional	Comunidades y Ciudades Autónomas	Provincias	Islas	Tipo de dato	Periodo	Total
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	29/5/2020	15,31
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/5/2020	15,44
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	27/5/2020	15,37
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	26/5/2020	15,08
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	25/5/2020	14,63
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/5/2020	6,03
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	23/5/2020	8,42
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	22/5/2020	12,66
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	21/5/2020	12,85
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/5/2020	12,79
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	19/5/2020	12,71
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/5/2020	11,82
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	17/5/2020	5,39
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/5/2020	7,17
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	15/5/2020	11,33
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/5/2020	12,03
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	13/5/2020	12,04
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	12/5/2020	12,41
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	11/5/2020	11,47
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	10/5/2020	5,29
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	9/5/2020	5,98
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	8/5/2020	11,79
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/5/2020	12,05
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	6/5/2020	12,22
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	5/5/2020	12,31
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	4/5/2020	11,49
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	3/5/2020	5,65
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	2/5/2020	5,89
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	1/5/2020	5,46
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	30/4/2020	10,05
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	29/4/2020	10,07
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/4/2020	9,76
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	27/4/2020	9,09
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	26/4/2020	3,97
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	25/4/2020	5,64
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/4/2020	8,39
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	23/4/2020	6,25
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	22/4/2020	9,69
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	21/4/2020	9,83
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/4/2020	9,23
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	19/4/2020	4
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/4/2020	5,74
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	17/4/2020	9,48
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/4/2020	9,85
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	15/4/2020	9,49
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/4/2020	9,25
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	13/4/2020	8,28
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	12/4/2020	4,11
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	11/4/2020	5,14
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	10/4/2020	4,33
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	9/4/2020	5,37
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	8/4/2020	8,13
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/4/2020	8,12
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	6/4/2020	7,36
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	5/4/2020	4,15
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	4/4/2020	5,52
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	3/4/2020	7,9
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	2/4/2020	7,26
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	1/4/2020	7,12
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	31/3/2020	7,5
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	30/3/2020	7,77
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/3/2020	5,74
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	26/3/2020	9,76
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/3/2020	9,89
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	22/3/2020	4,15
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/3/2020	10,21
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/3/2020	10,73
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/3/2020	11,3
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/11/2019	24,88
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	29/12/2021	14,44
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	26/12/2021	9,24
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	22/12/2021	16,22
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	19/12/2021	11,24
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	15/12/2021	17,84
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	12/12/2021	11,43
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	8/12/2021	10,58
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	1/12/2021	18,62
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	28/11/2021	10,18
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	24/11/2021	17,44
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	21/11/2021	12,01
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	17/11/2021	18,01
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	14/11/2021	12,32
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	10/11/2021	18,05
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	7/11/2021	12,56
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	3/11/2021	13,42
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	31/10/2021	12,83
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	27/10/2021	17,73
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	24/10/2021	12,57
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	20/10/2021	17,6
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	17/10/2021	11,89
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	13/10/2021	17,73
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	10/10/2021	14,94
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	6/10/2021	17,75
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	3/10/2021	10,61
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	29/9/2021	18,19
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	26/9/2021	12,75
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	22/9/2021	17,57
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	19/9/2021	13,07
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	15/9/2021	17,19
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	12/9/2021	13,03
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	8/9/2021	16,31
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	5/9/2021	13,43
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	1/9/2021	17,4
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	29/8/2021	13,23
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	25/8/2021	17,14
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	22/8/2021	13,5
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	18/8/2021	17,29
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	15/8/2021	13,99
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	11/8/2021	17,37
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	8/8/2021	13,39
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	4/8/2021	16,48
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	1/8/2021	12,84
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	28/7/2021	17,53
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	25/7/2021	12,54
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	21/7/2021	17,43
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	18/7/2021	12,83
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	14/7/2021	17,27
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	11/7/2021	12,98
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	7/7/2021	17,31
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	4/7/2021	12,38
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	30/6/2021	18,28
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	27/6/2021	12,85
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	23/6/2021	13,25
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	20/6/2021	12,08
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	16/6/2021	18,27
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	13/6/2021	12,93
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	9/6/2021	18,85
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	6/6/2021	13,3
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	2/6/2021	18,34
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	30/5/2021	11,13
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	26/5/2021	16,68
Total Nacional	Castilla y León	León		Porcentaje de población que sale del área	23/5/2021	10,56
